station_id,station_name,year,month,day,avg_cloudiness,,avg_wind,,avg_temperature,,avg_steam_pressure,,avg_humidity,,avg_air_pressure,,,,day_percipation,,night_percipation
349190650,KASPROWY WIERCH,2019,1,21,0.5,,3.6,,-12.1,,1.1,,45.5,,792.7,,0,8,0,,0
349190650,KASPROWY WIERCH,2019,1,22,1.1,,2.3,,-12.5,,1.1,,44.1,,786.9,,0,8,0,,0
349190650,KASPROWY WIERCH,2019,1,23,4,,2.6,,-10.2,,1.2,,40.4,,779.3,,0,8,0,,0
349190650,KASPROWY WIERCH,2019,1,24,4.9,,3,,-7.1,,2.6,,72.9,,781.4,,0,8,0,,0.2
349190650,KASPROWY WIERCH,2019,1,25,7,,5.3,,-8,,3.1,,93.5,,784,,0,8,0.3,,0
349190650,KASPROWY WIERCH,2019,1,26,6.1,,5.6,,-9.5,,2.4,,80.9,,782.7,,0,8,0.6,,0.3
349190650,KASPROWY WIERCH,2019,1,27,7.6,,12.1,,-7,,3.4,,93.8,,779.6,,0,8,0,,1.5
349190650,KASPROWY WIERCH,2019,1,28,7.9,,9.8,,-6,,3.7,,94.6,,776.6,,0,8,6.7,,0.2
349190650,KASPROWY WIERCH,2019,1,29,4.8,,5,,-10,,2.6,,91.3,,781.5,,0,8,0,,0.4
349190650,KASPROWY WIERCH,2019,1,30,6,,6.6,,-10,,2.6,,91.1,,780.2,,0,8,0,,0
349190650,KASPROWY WIERCH,2019,1,31,3.1,,7.4,,-10.9,,2.2,,82,,780.3,,0,8,0,,0
349190650,KASPROWY WIERCH,2019,2,1,7.9,,15.1,,-6.9,,3.5,,93.6,,781.8,,0,8,0,,0
349190650,KASPROWY WIERCH,2019,2,2,8,,16.9,,-0.9,,5.7,,99.5,,783.6,,0,8,0,,0
349190650,KASPROWY WIERCH,2019,2,3,7.6,,10.5,,-0.7,,5.7,,99.5,,788.6,,0,8,0.2,,7.2
349190650,KASPROWY WIERCH,2019,2,4,7.1,,4.5,,-7.3,,3.4,,93.8,,798.3,,0,8,0,,0
349190650,KASPROWY WIERCH,2019,2,5,1.1,,4.1,,-6.2,,3.3,,86.9,,801.9,,0,8,0,,0
349190650,KASPROWY WIERCH,2019,2,6,0.4,,6.4,,-5.9,,1.2,,32.9,,801.2,,0,8,0,,0
349190650,KASPROWY WIERCH,2019,2,7,2.4,,8,,-1.5,,1.6,,28.4,,797.9,,0,8,0,,0
349190650,KASPROWY WIERCH,2019,2,8,4.3,,4.1,,-3.8,,3.4,,73.8,,796.6,,0,8,0,,0
349190650,KASPROWY WIERCH,2019,2,9,4.4,,11.3,,-4.2,,2.8,,62.1,,794.2,,0,8,0,,0
349190650,KASPROWY WIERCH,2019,2,10,6.4,,14.3,,-5.3,,3.7,,90.5,,790.2,,0,8,0.1,,4.9
349190650,KASPROWY WIERCH,2019,2,11,7.8,,6.4,,-7.2,,3.4,,93.9,,784.3,,0,8,1.5,,4.1
349190650,KASPROWY WIERCH,2019,2,12,8,,6.9,,-11.9,,2.2,,89.5,,792.8,,0,8,7.1,,4
349190650,KASPROWY WIERCH,2019,2,13,7.9,,5.5,,-9.3,,2.9,,91.6,,803.5,,0,8,1,,0.8
349190650,KASPROWY WIERCH,2019,2,14,5.3,,7.6,,-6.4,,3.6,,94.4,,807,,0,8,0,,0
349190650,KASPROWY WIERCH,2019,2,15,5.4,,6.4,,-3.1,,3.8,,80.3,,807.9,,0,8,0,,0
349190650,KASPROWY WIERCH,2019,2,16,2.6,,5,,0,,3.7,,61.3,,807.8,,0,8,0,,0
349190650,KASPROWY WIERCH,2019,2,17,2,,4,,2,,1.8,,25.1,,806.4,,0,8,0,,0
349190650,KASPROWY WIERCH,2019,2,18,4,,3.4,,1.3,,1.9,,28.5,,803.4,,0,8,0,,0
349190650,KASPROWY WIERCH,2019,2,19,2.8,,7.5,,-0.1,,1.9,,33.1,,798.6,,0,8,0,,0.1
349190650,KASPROWY WIERCH,2019,2,20,8,,6.5,,-7.2,,3.4,,93.6,,797.2,,0,8,0.7,,0.3
349190650,KASPROWY WIERCH,2019,2,21,7.5,,5.1,,-6,,3.7,,94.4,,800,,0,8,0.1,,5.9
349190650,KASPROWY WIERCH,2019,2,22,7.9,,10.1,,-11.6,,2.5,,89.4,,798.7,,0,8,10,,0
349190650,KASPROWY WIERCH,2019,2,23,5.1,,7.6,,-15.2,,1,,56.6,,807,,0,8,0,,0
349190650,KASPROWY WIERCH,2019,2,24,7.6,,8,,-6.1,,2.9,,72,,808.4,,0,8,0.1,,0
349190650,KASPROWY WIERCH,2019,2,25,6.9,,9,,-3.7,,3.6,,76.3,,808.7,,0,8,0,,0
349190650,KASPROWY WIERCH,2019,2,26,7.5,,8.6,,-5.3,,3.3,,79.4,,802.5,,0,8,0.2,,1.1
349190650,KASPROWY WIERCH,2019,2,27,5,,9.5,,-5.6,,2.6,,68.3,,800.9,,0,8,0,,0
349190650,KASPROWY WIERCH,2019,2,28,4.1,,9.9,,-1.8,,3.3,,63.3,,792,,0,8,0,,0
349190650,KASPROWY WIERCH,2019,3,1,8,,7.6,,-5.6,,3.9,,95,,788,,0,8,0.7,,1.2
349190650,KASPROWY WIERCH,2019,3,2,7,,4.9,,-10.8,,2.4,,89.6,,790.1,,0,8,0.2,,0.1
349190650,KASPROWY WIERCH,2019,3,3,7.4,,8.9,,-5.8,,3.8,,94.5,,792.3,,0,8,0,,0
349190650,KASPROWY WIERCH,2019,3,4,7.5,,11.1,,-1.1,,4.7,,83.3,,786.5,,0,8,0,,1.9
349190650,KASPROWY WIERCH,2019,3,5,6,,10.9,,-6.7,,3.2,,87.4,,785.6,,0,8,0,,3.1
349190650,KASPROWY WIERCH,2019,3,6,5.8,,10,,-7,,3.2,,88,,792.9,,0,8,0.1,,0
349190650,KASPROWY WIERCH,2019,3,7,7.8,,15.8,,-2.4,,5,,97.8,,789.3,,0,8,0,,0.4
349190650,KASPROWY WIERCH,2019,3,8,6,,7.3,,-2.7,,4.1,,82.1,,793.8,,0,8,0,,0
349190650,KASPROWY WIERCH,2019,3,9,6.3,,10.4,,-5.2,,3.7,,88.8,,793.4,,0,8,0.3,,3.8
349190650,KASPROWY WIERCH,2019,3,10,7.5,,14.6,,-5.2,,3.9,,90.4,,787.3,,0,8,0.7,,7.7
349190650,KASPROWY WIERCH,2019,3,11,7.6,,12.5,,-9.1,,2.8,,90.8,,787.4,,0,8,2.3,,4.2
349190650,KASPROWY WIERCH,2019,3,12,6.3,,6,,-10.8,,2.4,,90.3,,793.1,,0,8,0.7,,0
349190650,KASPROWY WIERCH,2019,3,13,6,,12.5,,-8.4,,2.7,,83.8,,789.4,,0,8,0.1,,0.3
349190650,KASPROWY WIERCH,2019,3,14,7.9,,10,,-7.5,,3.2,,93.3,,785.7,,0,8,1.8,,2.9
349190650,KASPROWY WIERCH,2019,3,15,7.6,,11.4,,-6.2,,3.6,,94.3,,783.3,,0,8,0.9,,4.6
349190650,KASPROWY WIERCH,2019,3,16,7.9,,11.6,,-5.9,,3.8,,94.6,,786.7,,0,8,0,,1.4
349190650,KASPROWY WIERCH,2019,3,17,5.4,,11.3,,1.5,,3.8,,60.8,,791.3,,0,8,0,,1.1
349190650,KASPROWY WIERCH,2019,3,18,7.6,,4.5,,-5.4,,3.9,,93,,792.4,,0,8,3.1,,0
349190650,KASPROWY WIERCH,2019,3,19,7.3,,3.1,,-8.5,,3,,92.4,,798.9,,0,8,0,,0
349190650,KASPROWY WIERCH,2019,3,20,2.9,,4.3,,-8.3,,2.8,,84.8,,805.2,,0,8,0,,0
349190650,KASPROWY WIERCH,2019,3,21,5.6,,4.6,,-2.4,,2.8,,53,,809.3,,0,8,0,,0
349190650,KASPROWY WIERCH,2019,3,22,5,,5.1,,0.4,,5.3,,84.3,,809.6,,0,8,0,,0
349190650,KASPROWY WIERCH,2019,3,23,2.1,,2.8,,2.6,,3.4,,47.4,,807.1,,0,8,0,,0
349190650,KASPROWY WIERCH,2019,3,24,7.3,,5.1,,0.6,,5.9,,92,,802,,0,8,0,,0
349190650,KASPROWY WIERCH,2019,3,25,7.8,,6.6,,-5.8,,3.8,,94.6,,791.5,,0,8,1.6,,5.4
349190650,KASPROWY WIERCH,2019,3,26,7.6,,6.6,,-8.6,,2.9,,92.3,,795.3,,0,8,2.2,,4.4
349190650,KASPROWY WIERCH,2019,3,27,4,,4.8,,-9.3,,2.6,,85.8,,800.9,,0,8,0,,0
349190650,KASPROWY WIERCH,2019,3,28,7.9,,5,,-5.7,,3.8,,95.9,,805.4,,0,8,0.3,,0
349190650,KASPROWY WIERCH,2019,3,29,4.1,,4.8,,-2.4,,2.5,,49.4,,807.8,,0,8,0,,0
349190650,KASPROWY WIERCH,2019,3,30,4.9,,4.3,,3.4,,2.7,,34.3,,805.1,,0,8,0,,0
349190650,KASPROWY WIERCH,2019,3,31,1.9,,3.9,,2.2,,3.3,,48.1,,801.2,,0,8,0,,0
349190650,KASPROWY WIERCH,2019,4,1,4.8,,3.4,,-2.9,,3.7,,77.3,,800.7,,0,8,0,,0
349190650,KASPROWY WIERCH,2019,4,2,1.6,,4.9,,-0.3,,4.1,,69,,798.9,,0,8,0,,0
349190650,KASPROWY WIERCH,2019,4,3,5.1,,10.9,,-0.6,,4.5,,77.1,,794.7,,0,8,0,,0
349190650,KASPROWY WIERCH,2019,4,4,5,,9.6,,-0.2,,5,,83.5,,791,,0,8,0,,0
349190650,KASPROWY WIERCH,2019,4,5,5.8,,7.4,,1.1,,5.1,,77.5,,792.1,,0,8,0,,0.7
349190650,KASPROWY WIERCH,2019,4,6,7,,6.3,,-1.8,,5,,93.5,,790.3,,0,8,10.8,,0
349190650,KASPROWY WIERCH,2019,4,7,3.5,,4.4,,-1.1,,5.1,,89.6,,790.9,,0,8,0,,0
349190650,KASPROWY WIERCH,2019,4,8,4.4,,4.3,,1.9,,5.9,,84.5,,791.9,,0,8,0,,0
349190650,KASPROWY WIERCH,2019,4,9,5.1,,3.8,,0.4,,5.7,,90.8,,792,,0,8,0,,0
349190650,KASPROWY WIERCH,2019,4,10,5.3,,2,,0.7,,5.5,,84.5,,792.6,,0,8,0,,0
349190650,KASPROWY WIERCH,2019,4,11,7.3,,4.9,,-2.6,,4.6,,91.1,,793.8,,0,8,0,,0.2
349190650,KASPROWY WIERCH,2019,4,12,7.5,,3.8,,-4.2,,4.3,,95.6,,794.8,,0,8,0.1,,0
349190650,KASPROWY WIERCH,2019,4,13,6.8,,1.6,,-1.4,,5,,91.3,,795.7,,0,8,1,,0
349190650,KASPROWY WIERCH,2019,4,14,5.8,,3.5,,-2.3,,4.1,,79.5,,797.4,,0,8,0,,0
349190650,KASPROWY WIERCH,2019,4,15,2.9,,4.6,,-5,,2.5,,59,,799.7,,0,8,0,,0
349190650,KASPROWY WIERCH,2019,4,16,2.6,,4.3,,-3.5,,2.6,,56.3,,799.9,,0,8,0,,1.4
349190650,KASPROWY WIERCH,2019,4,17,7.9,,6.5,,-3,,4.8,,97.3,,802.1,,0,8,2.2,,0
349190650,KASPROWY WIERCH,2019,4,18,3.5,,3.8,,-0.5,,5.1,,86.6,,807.9,,0,8,0,,0
349190650,KASPROWY WIERCH,2019,4,19,0.5,,7.5,,0.2,,4,,65.1,,809.5,,0,8,0,,0
349190650,KASPROWY WIERCH,2019,4,20,2.6,,5.3,,0.6,,3.3,,52.4,,808,,0,8,0,,0
349190650,KASPROWY WIERCH,2019,4,21,4.8,,4.3,,-0.1,,4.3,,70.4,,802.5,,0,8,0,,0
349190650,KASPROWY WIERCH,2019,4,22,6.3,,4.1,,-0.6,,5,,85.6,,798.1,,0,8,0.5,,2.2
349190650,KASPROWY WIERCH,2019,4,23,7.9,,12.1,,-1.1,,5.5,,99,,796.8,,0,8,1.9,,2
349190650,KASPROWY WIERCH,2019,4,24,8,,12.6,,1.6,,6.9,,99.9,,798.7,,0,8,4,,0
349190650,KASPROWY WIERCH,2019,4,25,6.3,,13.4,,4.9,,7.7,,89.3,,800.6,,0,8,0,,0
349190650,KASPROWY WIERCH,2019,4,26,6.3,,12,,7,,7.3,,73.8,,798.7,,0,8,0,,0.5
349190650,KASPROWY WIERCH,2019,4,27,7.8,,4.9,,3.3,,7.5,,96.9,,795.9,,0,8,2.5,,24.5
349190650,KASPROWY WIERCH,2019,4,28,8,,7.6,,-2.1,,5.1,,98.5,,794.3,,0,8,32.2,,21.2
349190650,KASPROWY WIERCH,2019,4,29,7.9,,3,,-0.4,,5.9,,99.3,,793.7,,0,8,1.4,,2.2
349190650,KASPROWY WIERCH,2019,4,30,8,,6.1,,0.1,,6.1,,100,,792.1,,0,8,29.7,,27.4
349190650,KASPROWY WIERCH,2019,5,1,7.3,,9.4,,-1,,5.6,,99.3,,791.2,,0,8,0,,4.2
349190650,KASPROWY WIERCH,2019,5,2,6.5,,8.5,,0.7,,5.9,,91.6,,791.4,,0,8,0,,0
349190650,KASPROWY WIERCH,2019,5,3,7.6,,5.6,,0.1,,5.7,,93.9,,790.1,,0,8,3.3,,0
349190650,KASPROWY WIERCH,2019,5,4,6.3,,4.1,,-1.9,,4.8,,89.9,,789.1,,0,8,0.1,,0.4
349190650,KASPROWY WIERCH,2019,5,5,8,,6.4,,-4.6,,4.2,,96.5,,788.8,,0,8,5.3,,10.2
349190650,KASPROWY WIERCH,2019,5,6,8,,10.3,,-7.2,,3.4,,94,,790.6,,0,8,5.2,,5.8
349190650,KASPROWY WIERCH,2019,5,7,7.9,,7.6,,-5.4,,3.9,,95.3,,794.4,,0,8,0,,0.4
349190650,KASPROWY WIERCH,2019,5,8,5.8,,7.9,,-3.9,,4.3,,93.5,,794.9,,0,8,0,,2.5
349190650,KASPROWY WIERCH,2019,5,9,8,,9.1,,-2,,5.2,,98.5,,787.9,,0,8,8.2,,3.2
349190650,KASPROWY WIERCH,2019,5,10,7.6,,3.5,,-0.2,,6,,99.4,,791.8,,0,8,0.6,,0.3
349190650,KASPROWY WIERCH,2019,5,11,6.6,,4.5,,1.1,,5.8,,89.6,,796.6,,0,8,0,,0.4
349190650,KASPROWY WIERCH,2019,5,12,7.6,,5,,2.2,,7,,97.8,,801.8,,0,8,4.8,,0.7
349190650,KASPROWY WIERCH,2019,5,13,8,,6.8,,-2.7,,5,,98.1,,805.4,,0,8,0.4,,9.5
349190650,KASPROWY WIERCH,2019,5,14,8,,7.8,,-5.2,,4,,95.9,,799.7,,0,8,10.5,,0.2
349190650,KASPROWY WIERCH,2019,5,15,7.8,,5.1,,0.3,,6.3,,100,,796.6,,0,8,11.4,,0.2
349190650,KASPROWY WIERCH,2019,5,16,6,,2.3,,2.3,,6.8,,94.6,,796.4,,0,8,0,,0
349190650,KASPROWY WIERCH,2019,5,17,7,,4.9,,2.3,,6.8,,94.9,,796.3,,0,8,2,,0
349190650,KASPROWY WIERCH,2019,5,18,4.6,,5.4,,4.5,,6.8,,81.5,,796.2,,0,8,0,,0
349190650,KASPROWY WIERCH,2019,5,19,4.8,,5.8,,5.5,,7.3,,81.1,,794.3,,0,8,2.5,,4
349190650,KASPROWY WIERCH,2019,5,20,6.8,,7.8,,4.4,,7.6,,90.9,,791.7,,0,8,0,,0
349190650,KASPROWY WIERCH,2019,5,21,6.9,,4.9,,3.1,,6.8,,89,,791,,0,8,0.3,,11
349190650,KASPROWY WIERCH,2019,5,22,8,,7.8,,2.7,,7.4,,100,,791.3,,0,8,6.2,,23.7
349190650,KASPROWY WIERCH,2019,5,23,8,,6,,1.4,,6.8,,100,,795.8,,0,8,22,,8.3
349190650,KASPROWY WIERCH,2019,5,24,8,,4.6,,2.5,,7.3,,100,,797.2,,0,8,7.9,,2.8
349190650,KASPROWY WIERCH,2019,5,25,5.3,,3.1,,4.6,,7.2,,86,,798.7,,0,8,0,,0
349190650,KASPROWY WIERCH,2019,5,26,5.5,,4.5,,6.3,,8,,83.5,,800.7,,0,8,0,,0
349190650,KASPROWY WIERCH,2019,5,27,6.3,,6.9,,6.7,,8.5,,87.6,,798.8,,0,8,0.9,,7.1
349190650,KASPROWY WIERCH,2019,5,28,7.6,,9.4,,5,,8.7,,99.5,,793.1,,0,8,10.8,,0
349190650,KASPROWY WIERCH,2019,5,29,7.9,,4.6,,3.1,,7.6,,99.6,,797.5,,0,8,10.5,,4.4
349190650,KASPROWY WIERCH,2019,5,30,8,,6.3,,1.1,,6.6,,100,,802.6,,0,8,6.6,,0
349190650,KASPROWY WIERCH,2019,5,31,7,,4.9,,3.9,,8.1,,100,,805.7,,0,8,0,,0
349190650,KASPROWY WIERCH,2019,6,1,7.5,,6.9,,5.2,,8.8,,98.5,,805.9,,0,8,4.9,,0
349190650,KASPROWY WIERCH,2019,6,2,6.8,,4.8,,7.8,,9.9,,94.1,,805.6,,0,8,0,,0
349190650,KASPROWY WIERCH,2019,6,3,3.8,,3.9,,9.2,,8.6,,73,,804.7,,0,8,0.5,,0
349190650,KASPROWY WIERCH,2019,6,4,4.6,,2.6,,10.1,,9.5,,76.3,,802.3,,0,8,0,,0
349190650,KASPROWY WIERCH,2019,6,5,5,,4.8,,8.7,,9.6,,86.1,,799.8,,0,8,0,,0
349190650,KASPROWY WIERCH,2019,6,6,6.5,,5.4,,7.7,,9.5,,90.4,,799.8,,0,8,1.4,,0
349190650,KASPROWY WIERCH,2019,6,7,6.4,,4.1,,9,,10.8,,94.5,,803,,0,8,4,,0
349190650,KASPROWY WIERCH,2019,6,8,5.4,,3.8,,11,,11.1,,85.4,,806.7,,0,8,0,,0.4
349190650,KASPROWY WIERCH,2019,6,9,5.6,,3,,10.5,,11.6,,91.6,,810.3,,0,8,0,,0
349190650,KASPROWY WIERCH,2019,6,10,2.6,,6.1,,13.2,,10.1,,66.6,,806.9,,0,8,0,,0
349190650,KASPROWY WIERCH,2019,6,11,3,,7.8,,13.2,,10.3,,68.8,,804.6,,0,8,0,,0
349190650,KASPROWY WIERCH,2019,6,12,3.9,,8.5,,12.8,,11.4,,78,,804.3,,0,8,0,,0
349190650,KASPROWY WIERCH,2019,6,13,2.8,,6.1,,14.6,,11.3,,69.1,,805.4,,0,8,0,,0
349190650,KASPROWY WIERCH,2019,6,14,6,,3.8,,14.3,,14.5,,89.1,,807.9,,0,8,0,,0
349190650,KASPROWY WIERCH,2019,6,15,4.4,,6,,15.3,,13,,75.4,,806.3,,0,8,0,,0
349190650,KASPROWY WIERCH,2019,6,16,4.4,,4.1,,12.4,,10.9,,77.1,,805.4,,0,8,7,,12.2
349190650,KASPROWY WIERCH,2019,6,17,7.3,,4.8,,7.7,,10,,93.9,,806,,0,8,20,,0
349190650,KASPROWY WIERCH,2019,6,18,5.9,,3.1,,9.9,,10.9,,89.1,,805.2,,0,8,5.4,,0
349190650,KASPROWY WIERCH,2019,6,19,6.6,,4.3,,11,,12,,91.6,,803.2,,0,8,7.7,,1.8
349190650,KASPROWY WIERCH,2019,6,20,7.3,,3.9,,9.9,,11.3,,92.3,,801.4,,0,8,7.8,,0.7
349190650,KASPROWY WIERCH,2019,6,21,7.5,,3,,10.2,,11.7,,94.3,,803.9,,0,8,2.7,,0
349190650,KASPROWY WIERCH,2019,6,22,7.4,,3.5,,9.1,,11.6,,99.9,,806,,0,8,5.6,,0
349190650,KASPROWY WIERCH,2019,6,23,7.5,,4.9,,9,,11.1,,97.3,,805.1,,0,8,7.6,,3.7
349190650,KASPROWY WIERCH,2019,6,24,7.4,,5.3,,9.3,,11.6,,98.6,,808.8,,0,8,0,,0
349190650,KASPROWY WIERCH,2019,6,25,3.5,,3.4,,14.5,,13.3,,81,,813.1,,0,8,0,,0
349190650,KASPROWY WIERCH,2019,6,26,3.4,,3.3,,16.9,,12.4,,64.1,,813.3,,0,8,0,,0
349190650,KASPROWY WIERCH,2019,6,27,4.3,,6.9,,13,,12.2,,79.9,,807.3,,0,8,0,,0
349190650,KASPROWY WIERCH,2019,6,28,7.5,,7.5,,5.2,,8.5,,96.3,,804.8,,0,8,0,,0
349190650,KASPROWY WIERCH,2019,6,29,6.1,,6.1,,8.4,,8.8,,81.6,,807,,0,8,0,,0
349190650,KASPROWY WIERCH,2019,6,30,0.1,,4.9,,16.6,,7.2,,38.8,,808.8,,0,8,0,,0
349190650,KASPROWY WIERCH,2019,7,1,4.8,,7.4,,18,,9.4,,46.5,,807.1,,0,8,0.1,,0
349190650,KASPROWY WIERCH,2019,7,2,6.4,,4.5,,11.7,,10.9,,80.1,,804.5,,0,8,0,,0
349190650,KASPROWY WIERCH,2019,7,3,4.5,,3.3,,7,,7.7,,78.3,,804.4,,0,8,0,,0
349190650,KASPROWY WIERCH,2019,7,4,1.6,,3.9,,7.8,,6.6,,63.4,,805,,0,8,0,,0
349190650,KASPROWY WIERCH,2019,7,5,5.9,,5.6,,8.3,,7.6,,69,,801.8,,0,8,0,,0
349190650,KASPROWY WIERCH,2019,7,6,5.4,,6.3,,9.9,,7.8,,66,,799.8,,0,8,0,,0
349190650,KASPROWY WIERCH,2019,7,7,6,,5.8,,9.6,,8.8,,75.4,,796.6,,0,8,1.8,,0
349190650,KASPROWY WIERCH,2019,7,8,7.1,,4.4,,2.2,,6.2,,86.9,,797.7,,0,8,0,,0
349190650,KASPROWY WIERCH,2019,7,9,6.4,,3.4,,2.2,,6,,84.3,,798.6,,0,8,0.4,,0.9
349190650,KASPROWY WIERCH,2019,7,10,7.8,,3.9,,1.9,,6.9,,97.9,,798.4,,0,8,0.5,,0.5
349190650,KASPROWY WIERCH,2019,7,11,7.4,,5.8,,1.8,,7,,100,,797.3,,0,8,5,,0
349190650,KASPROWY WIERCH,2019,7,12,4.5,,4.4,,5.4,,6.9,,78.3,,798.1,,0,8,0,,0.2
349190650,KASPROWY WIERCH,2019,7,13,7.5,,2.8,,5.4,,8.3,,91.8,,796.5,,0,8,5,,16
349190650,KASPROWY WIERCH,2019,7,14,7.8,,6.5,,4.1,,8.2,,99.9,,797.3,,0,8,7,,0
349190650,KASPROWY WIERCH,2019,7,15,5.1,,6.1,,4.8,,6.7,,79.3,,799.1,,0,8,0,,0
349190650,KASPROWY WIERCH,2019,7,16,6.1,,4,,6.3,,7.9,,83.5,,799.2,,0,8,0,,0
349190650,KASPROWY WIERCH,2019,7,17,6.6,,4.3,,4.8,,7.6,,89.1,,798.5,,0,8,0,,0
349190650,KASPROWY WIERCH,2019,7,18,5.1,,3,,6.5,,8.1,,82.9,,800.2,,0,8,0,,0
349190650,KASPROWY WIERCH,2019,7,19,5.9,,4.1,,9.3,,8.4,,72.4,,803.5,,0,8,0,,0.3
349190650,KASPROWY WIERCH,2019,7,20,6.3,,5.3,,10.6,,10.6,,82.9,,805.8,,0,8,0.2,,0
349190650,KASPROWY WIERCH,2019,7,21,5.6,,5.5,,11.5,,11.4,,84.3,,807.3,,0,8,30,,0
349190650,KASPROWY WIERCH,2019,7,22,7.4,,3.6,,9.3,,10.6,,91.1,,808.7,,0,8,0,,3.5
349190650,KASPROWY WIERCH,2019,7,23,7.9,,6.3,,7.9,,10.6,,99.4,,806.1,,0,8,15.4,,4.9
349190650,KASPROWY WIERCH,2019,7,24,7.9,,5.5,,9.1,,11.6,,100,,805.9,,0,8,0.5,,0
349190650,KASPROWY WIERCH,2019,7,25,3.5,,3.4,,10.8,,11,,85.3,,806.7,,0,8,0,,0
349190650,KASPROWY WIERCH,2019,7,26,5.3,,3.8,,12.1,,12,,85.4,,802,,0,8,0,,2
349190650,KASPROWY WIERCH,2019,7,27,6,,7.4,,9.5,,11,,93.3,,796.9,,0,8,1.2,,0
349190650,KASPROWY WIERCH,2019,7,28,6.1,,5.5,,12.2,,11.7,,82.9,,796.1,,0,8,9.9,,0.8
349190650,KASPROWY WIERCH,2019,7,29,6.6,,3.9,,13.2,,12.4,,81.4,,797.9,,0,8,46,,13.1
349190650,KASPROWY WIERCH,2019,7,30,7.3,,4,,12,,13.3,,94.6,,800.1,,0,8,16.6,,0
349190650,KASPROWY WIERCH,2019,7,31,7.8,,3,,11.8,,13.7,,99.4,,802.2,,0,8,2.4,,0
349190650,KASPROWY WIERCH,2019,8,1,6.6,,2.9,,9.3,,11.4,,96.6,,803.1,,0,8,0.9,,0
349190650,KASPROWY WIERCH,2019,8,2,5.9,,2.6,,8.6,,9.6,,86.4,,801,,0,8,0,,1.8
349190650,KASPROWY WIERCH,2019,8,3,7.8,,5.1,,5.8,,9.1,,99.5,,798.1,,0,8,12.2,,0
349190650,KASPROWY WIERCH,2019,8,4,7,,5.6,,5.3,,8.6,,96.8,,800.5,,0,8,8.9,,0
349190650,KASPROWY WIERCH,2019,8,5,5.6,,4.8,,8.4,,8.7,,79.8,,801.9,,0,8,2.4,,3.7
349190650,KASPROWY WIERCH,2019,8,6,7.4,,4.9,,10.6,,11.1,,88,,802,,0,8,0,,0
349190650,KASPROWY WIERCH,2019,8,7,7,,8.3,,11.5,,12.7,,93.9,,800.4,,0,8,3,,12.8
349190650,KASPROWY WIERCH,2019,8,8,7.1,,4.9,,9.2,,11,,94.9,,800.3,,0,8,0.4,,0
349190650,KASPROWY WIERCH,2019,8,9,5.6,,3.8,,10.9,,9.5,,74.6,,803.5,,0,8,0,,0
